platform,source_name,article_id,published_at,title,summary,category,url,date
rss,N12 News,3592,2023-09-19 16:07:00,Cabinet emergency session addresses ceasefire negotiations,Simulated article summary for category 'politics' from N12 News.,politics,https://n12news.co.il/article/3592,2023-09-19
rss,N12 News,3593,2023-09-19 11:41:00,IDF reports 8 rockets intercepted over Jerusalem,Simulated article summary for category 'security' from N12 News.,security,https://n12news.co.il/article/3593,2023-09-19
rss,N12 News,3594,2023-09-19 09:22:00,Home Front Command updates shelter protocols for Beer Sheva,Simulated article summary for category 'home_front' from N12 News.,home_front,https://n12news.co.il/article/3594,2023-09-19
rss,N12 News,3595,2023-09-19 06:21:00,Cabinet emergency session addresses ceasefire negotiations,Simulated article summary for category 'politics' from N12 News.,politics,https://n12news.co.il/article/3595,2023-09-19
rss,Kan News,3596,2023-09-19 10:07:00,Families demand updates on 17 hostages held in Gaza,Simulated article summary for category 'hostages' from Kan News.,hostages,https://kannews.co.il/article/3596,2023-09-19
rss,Kan News,3597,2023-09-19 18:37:00,Home Front Command updates shelter protocols for Beer Sheva,Simulated article summary for category 'home_front' from Kan News.,home_front,https://kannews.co.il/article/3597,2023-09-19
rss,Kan News,3598,2023-09-19 07:07:00,IDF reports 50 rockets intercepted over Kiryat Gat,Simulated article summary for category 'security' from Kan News.,security,https://kannews.co.il/article/3598,2023-09-19
rss,Kan News,3599,2023-09-19 22:05:00,Cabinet emergency session addresses Hamas leadership,Simulated article summary for category 'politics' from Kan News.,politics,https://kannews.co.il/article/3599,2023-09-19
rss,Kan News,3600,2023-09-19 18:02:00,Home Front Command updates shelter protocols for Ashdod,Simulated article summary for category 'home_front' from Kan News.,home_front,https://kannews.co.il/article/3600,2023-09-19
rss,Kan News,3601,2023-09-19 12:39:00,IDF reports 6 rockets intercepted over Tel Aviv,Simulated article summary for category 'security' from Kan News.,security,https://kannews.co.il/article/3601,2023-09-19
rss,Kan News,3602,2023-09-19 14:58:00,IDF reports 6 rockets intercepted over Jerusalem,Simulated article summary for category 'security' from Kan News.,security,https://kannews.co.il/article/3602,2023-09-19
rss,Kan News,3603,2023-09-19 07:24:00,Families demand updates on 32 hostages held in Gaza,Simulated article summary for category 'hostages' from Kan News.,hostages,https://kannews.co.il/article/3603,2023-09-19
rss,Kan News,3604,2023-09-19 17:49:00,Cabinet emergency session addresses Hamas leadership,Simulated article summary for category 'politics' from Kan News.,politics,https://kannews.co.il/article/3604,2023-09-19
rss,Kan News,3605,2023-09-19 14:47:00,Families demand updates on 11 hostages held in Gaza,Simulated article summary for category 'hostages' from Kan News.,hostages,https://kannews.co.il/article/3605,2023-09-19
rss,Kan News,3606,2023-09-19 21:23:00,IDF reports 15 rockets intercepted over Kiryat Gat,Simulated article summary for category 'security' from Kan News.,security,https://kannews.co.il/article/3606,2023-09-19
rss,Kan News,3607,2023-09-19 09:19:00,Cabinet emergency session addresses ground operation,Simulated article summary for category 'politics' from Kan News.,politics,https://kannews.co.il/article/3607,2023-09-19
rss,Kan News,3608,2023-09-19 19:47:00,Families demand updates on 26 hostages held in Gaza,Simulated article summary for category 'hostages' from Kan News.,hostages,https://kannews.co.il/article/3608,2023-09-19
rss,Kan News,3609,2023-09-19 14:59:00,Home Front Command updates shelter protocols for Tel Aviv,Simulated article summary for category 'home_front' from Kan News.,home_front,https://kannews.co.il/article/3609,2023-09-19
rss,Kan News,3610,2023-09-19 14:44:00,BREAKING: Situation escalates as sirens sound in Ashkelon,Simulated article summary for category 'breaking_news' from Kan News.,breaking_news,https://kannews.co.il/article/3610,2023-09-19
rss,Ynet,3611,2023-09-20 06:44:00,BREAKING: Situation escalates as sirens sound in Kiryat Gat,Simulated article summary for category 'breaking_news' from Ynet.,breaking_news,https://ynet.co.il/article/3611,2023-09-20
rss,Ynet,3612,2023-09-20 18:59:00,Cabinet emergency session addresses Hamas leadership,Simulated article summary for category 'politics' from Ynet.,politics,https://ynet.co.il/article/3612,2023-09-20
rss,Ynet,3613,2023-09-20 12:33:00,World leaders react to latest developments in Israel-Gaza war,Simulated article summary for category 'international' from Ynet.,international,https://ynet.co.il/article/3613,2023-09-20
rss,Ynet,3614,2023-09-20 12:17:00,World leaders react to latest developments in Israel-Gaza war,Simulated article summary for category 'international' from Ynet.,international,https://ynet.co.il/article/3614,2023-09-20
rss,Ynet,3615,2023-09-20 16:43:00,IDF reports 29 rockets intercepted over Tel Aviv,Simulated article summary for category 'security' from Ynet.,security,https://ynet.co.il/article/3615,2023-09-20
rss,Ynet,3616,2023-09-20 22:33:00,IDF reports 19 rockets intercepted over Sderot,Simulated article summary for category 'security' from Ynet.,security,https://ynet.co.il/article/3616,2023-09-20
rss,Ynet,3617,2023-09-20 15:09:00,BREAKING: Situation escalates as sirens sound in Jerusalem,Simulated article summary for category 'breaking_news' from Ynet.,breaking_news,https://ynet.co.il/article/3617,2023-09-20
rss,Ynet,3618,2023-09-20 14:54:00,BREAKING: Situation escalates as sirens sound in Beer Sheva,Simulated article summary for category 'breaking_news' from Ynet.,breaking_news,https://ynet.co.il/article/3618,2023-09-20
rss,Ynet,3619,2023-09-20 08:27:00,IDF reports 6 rockets intercepted over Sderot,Simulated article summary for category 'security' from Ynet.,security,https://ynet.co.il/article/3619,2023-09-20
rss,Ynet,3620,2023-09-20 06:04:00,BREAKING: Situation escalates as sirens sound in Ashkelon,Simulated article summary for category 'breaking_news' from Ynet.,breaking_news,https://ynet.co.il/article/3620,2023-09-20
rss,Ynet,3621,2023-09-20 19:32:00,BREAKING: Situation escalates as sirens sound in Beer Sheva,Simulated article summary for category 'breaking_news' from Ynet.,breaking_news,https://ynet.co.il/article/3621,2023-09-20
rss,Ynet,3622,2023-09-20 19:26:00,Cabinet emergency session addresses Hamas leadership,Simulated article summary for category 'politics' from Ynet.,politics,https://ynet.co.il/article/3622,2023-09-20
rss,Ynet,3623,2023-09-20 16:48:00,World leaders react to latest developments in Israel-Gaza war,Simulated article summary for category 'international' from Ynet.,international,https://ynet.co.il/article/3623,2023-09-20
rss,Ynet,3624,2023-09-20 10:28:00,Home Front Command updates shelter protocols for Ashdod,Simulated article summary for category 'home_front' from Ynet.,home_front,https://ynet.co.il/article/3624,2023-09-20
rss,Ynet,3625,2023-09-20 06:03:00,Families demand updates on 33 hostages held in Gaza,Simulated article summary for category 'hostages' from Ynet.,hostages,https://ynet.co.il/article/3625,2023-09-20
rss,Ynet,3626,2023-09-20 15:30:00,Cabinet emergency session addresses hostage deal,Simulated article summary for category 'politics' from Ynet.,politics,https://ynet.co.il/article/3626,2023-09-20
rss,Ynet,3627,2023-09-20 17:10:00,IDF reports 8 rockets intercepted over Kiryat Gat,Simulated article summary for category 'security' from Ynet.,security,https://ynet.co.il/article/3627,2023-09-20
rss,Ynet,3628,2023-09-20 13:25:00,IDF reports 13 rockets intercepted over Jerusalem,Simulated article summary for category 'security' from Ynet.,security,https://ynet.co.il/article/3628,2023-09-20
rss,Ynet,3629,2023-09-20 08:48:00,Families demand updates on 31 hostages held in Gaza,Simulated article summary for category 'hostages' from Ynet.,hostages,https://ynet.co.il/article/3629,2023-09-20
rss,Ynet,3630,2023-09-20 14:09:00,Cabinet emergency session addresses ground operation,Simulated article summary for category 'politics' from Ynet.,politics,https://ynet.co.il/article/3630,2023-09-20
rss,Ynet,3631,2023-09-20 15:09:00,World leaders react to latest developments in Israel-Gaza war,Simulated article summary for category 'international' from Ynet.,international,https://ynet.co.il/article/3631,2023-09-20
rss,Ynet,3632,2023-09-20 18:38:00,Home Front Command updates shelter protocols for Kiryat Gat,Simulated article summary for category 'home_front' from Ynet.,home_front,https://ynet.co.il/article/3632,2023-09-20
rss,Ynet,3633,2023-09-20 16:26:00,IDF reports 7 rockets intercepted over Ashkelon,Simulated article summary for category 'security' from Ynet.,security,https://ynet.co.il/article/3633,2023-09-20
rss,Ynet,3634,2023-09-20 22:00:00,Home Front Command updates shelter protocols for Ashkelon,Simulated article summary for category 'home_front' from Ynet.,home_front,https://ynet.co.il/article/3634,2023-09-20
rss,Ynet,3635,2023-09-20 07:26:00,IDF reports 45 rockets intercepted over Kiryat Gat,Simulated article summary for category 'security' from Ynet.,security,https://ynet.co.il/article/3635,2023-09-20
rss,Ynet,3636,2023-09-20 17:56:00,Home Front Command updates shelter protocols for Beer Sheva,Simulated article summary for category 'home_front' from Ynet.,home_front,https://ynet.co.il/article/3636,2023-09-20
rss,Ynet,3637,2023-09-20 11:28:00,Cabinet emergency session addresses ground operation,Simulated article summary for category 'politics' from Ynet.,politics,https://ynet.co.il/article/3637,2023-09-20
rss,Ynet,3638,2023-09-20 10:06:00,IDF reports 8 rockets intercepted over Ashkelon,Simulated article summary for category 'security' from Ynet.,security,https://ynet.co.il/article/3638,2023-09-20
rss,Ynet,3639,2023-09-20 07:41:00,Cabinet emergency session addresses ceasefire negotiations,Simulated article summary for category 'politics' from Ynet.,politics,https://ynet.co.il/article/3639,2023-09-20
rss,Ynet,3640,2023-09-20 10:28:00,World leaders react to latest developments in Israel-Gaza war,Simulated article summary for category 'international' from Ynet.,international,https://ynet.co.il/article/3640,2023-09-20
rss,Ynet,3641,2023-09-20 19:46:00,Families demand updates on 50 hostages held in Gaza,Simulated article summary for category 'hostages' from Ynet.,hostages,https://ynet.co.il/article/3641,2023-09-20
rss,Ynet,3642,2023-09-20 22:11:00,Families demand updates on 37 hostages held in Gaza,Simulated article summary for category 'hostages' from Ynet.,hostages,https://ynet.co.il/article/3642,2023-09-20
rss,Ynet,3643,2023-09-20 18:57:00,IDF reports 18 rockets intercepted over Jerusalem,Simulated article summary for category 'security' from Ynet.,security,https://ynet.co.il/article/3643,2023-09-20
rss,Ynet,3644,2023-09-20 19:00:00,IDF reports 32 rockets intercepted over Ashdod,Simulated article summary for category 'security' from Ynet.,security,https://ynet.co.il/article/3644,2023-09-20
rss,Ynet,3645,2023-09-20 11:52:00,BREAKING: Situation escalates as sirens sound in Ashdod,Simulated article summary for category 'breaking_news' from Ynet.,breaking_news,https://ynet.co.il/article/3645,2023-09-20
rss,Ynet,3646,2023-09-20 12:03:00,IDF reports 22 rockets intercepted over Beer Sheva,Simulated article summary for category 'security' from Ynet.,security,https://ynet.co.il/article/3646,2023-09-20
rss,Ynet,3647,2023-09-20 19:18:00,IDF reports 3 rockets intercepted over Kiryat Gat,Simulated article summary for category 'security' from Ynet.,security,https://ynet.co.il/article/3647,2023-09-20
rss,Ynet,3648,2023-09-20 09:20:00,BREAKING: Situation escalates as sirens sound in Tel Aviv,Simulated article summary for category 'breaking_news' from Ynet.,breaking_news,https://ynet.co.il/article/3648,2023-09-20
rss,Ynet,3649,2023-09-20 10:51:00,IDF reports 9 rockets intercepted over Ashdod,Simulated article summary for category 'security' from Ynet.,security,https://ynet.co.il/article/3649,2023-09-20
rss,Ynet,3650,2023-09-20 22:40:00,World leaders react to latest developments in Israel-Gaza war,Simulated article summary for category 'international' from Ynet.,international,https://ynet.co.il/article/3650,2023-09-20
rss,Ynet,3651,2023-09-20 17:05:00,Families demand updates on 22 hostages held in Gaza,Simulated article summary for category 'hostages' from Ynet.,hostages,https://ynet.co.il/article/3651,2023-09-20
rss,Ynet,3652,2023-09-20 19:01:00,Home Front Command updates shelter protocols for Tel Aviv,Simulated article summary for category 'home_front' from Ynet.,home_front,https://ynet.co.il/article/3652,2023-09-20
rss,Ynet,3653,2023-09-20 12:07:00,IDF reports 28 rockets intercepted over Kiryat Gat,Simulated article summary for category 'security' from Ynet.,security,https://ynet.co.il/article/3653,2023-09-20
rss,Ynet,3654,2023-09-20 15:35:00,Home Front Command updates shelter protocols for Ashkelon,Simulated article summary for category 'home_front' from Ynet.,home_front,https://ynet.co.il/article/3654,2023-09-20
rss,Ynet,3655,2023-09-20 08:19:00,Home Front Command updates shelter protocols for Beer Sheva,Simulated article summary for category 'home_front' from Ynet.,home_front,https://ynet.co.il/article/3655,2023-09-20
rss,Ynet,3656,2023-09-20 10:59:00,Families demand updates on 9 hostages held in Gaza,Simulated article summary for category 'hostages' from Ynet.,hostages,https://ynet.co.il/article/3656,2023-09-20
rss,Ynet,3657,2023-09-20 08:47:00,Families demand updates on 36 hostages held in Gaza,Simulated article summary for category 'hostages' from Ynet.,hostages,https://ynet.co.il/article/3657,2023-09-20
rss,Ynet,3658,2023-09-20 10:07:00,Families demand updates on 43 hostages held in Gaza,Simulated article summary for category 'hostages' from Ynet.,hostages,https://ynet.co.il/article/3658,2023-09-20
rss,Ynet,3659,2023-09-20 09:01:00,IDF reports 15 rockets intercepted over Sderot,Simulated article summary for category 'security' from Ynet.,security,https://ynet.co.il/article/3659,2023-09-20
rss,Ynet,3660,2023-09-20 09:22:00,BREAKING: Situation escalates as sirens sound in Kiryat Gat,Simulated article summary for category 'breaking_news' from Ynet.,breaking_news,https://ynet.co.il/article/3660,2023-09-20
rss,Ynet,3661,2023-09-20 16:41:00,Cabinet emergency session addresses hostage deal,Simulated article summary for category 'politics' from Ynet.,politics,https://ynet.co.il/article/3661,2023-09-20
rss,Ynet,3662,2023-09-20 23:27:00,Families demand updates on 35 hostages held in Gaza,Simulated article summary for category 'hostages' from Ynet.,hostages,https://ynet.co.il/article/3662,2023-09-20
rss,Ynet,3663,2023-09-20 06:01:00,Cabinet emergency session addresses war cabinet decisions,Simulated article summary for category 'politics' from Ynet.,politics,https://ynet.co.il/article/3663,2023-09-20
rss,Ynet,3664,2023-09-20 21:12:00,IDF reports 48 rockets intercepted over Ashdod,Simulated article summary for category 'security' from Ynet.,security,https://ynet.co.il/article/3664,2023-09-20
rss,Haaretz,3665,2023-09-20 14:09:00,Cabinet emergency session addresses ceasefire negotiations,Simulated article summary for category 'politics' from Haaretz.,politics,https://haaretz.co.il/article/3665,2023-09-20
rss,Haaretz,3666,2023-09-20 09:18:00,IDF reports 43 rockets intercepted over Kiryat Gat,Simulated article summary for category 'security' from Haaretz.,security,https://haaretz.co.il/article/3666,2023-09-20
rss,Haaretz,3667,2023-09-20 14:32:00,IDF reports 31 rockets intercepted over Tel Aviv,Simulated article summary for category 'security' from Haaretz.,security,https://haaretz.co.il/article/3667,2023-09-20
rss,Haaretz,3668,2023-09-20 21:34:00,World leaders react to latest developments in Israel-Gaza war,Simulated article summary for category 'international' from Haaretz.,international,https://haaretz.co.il/article/3668,2023-09-20
rss,Haaretz,3669,2023-09-20 21:06:00,IDF reports 48 rockets intercepted over Beer Sheva,Simulated article summary for category 'security' from Haaretz.,security,https://haaretz.co.il/article/3669,2023-09-20
rss,Haaretz,3670,2023-09-20 11:02:00,Cabinet emergency session addresses hostage deal,Simulated article summary for category 'politics' from Haaretz.,politics,https://haaretz.co.il/article/3670,2023-09-20
rss,Haaretz,3671,2023-09-20 13:43:00,Families demand updates on 21 hostages held in Gaza,Simulated article summary for category 'hostages' from Haaretz.,hostages,https://haaretz.co.il/article/3671,2023-09-20
rss,Haaretz,3672,2023-09-20 22:23:00,Home Front Command updates shelter protocols for Beer Sheva,Simulated article summary for category 'home_front' from Haaretz.,home_front,https://haaretz.co.il/article/3672,2023-09-20
rss,Haaretz,3673,2023-09-20 13:00:00,IDF reports 46 rockets intercepted over Tel Aviv,Simulated article summary for category 'security' from Haaretz.,security,https://haaretz.co.il/article/3673,2023-09-20
rss,Haaretz,3674,2023-09-20 12:51:00,Home Front Command updates shelter protocols for Tel Aviv,Simulated article summary for category 'home_front' from Haaretz.,home_front,https://haaretz.co.il/article/3674,2023-09-20
rss,Haaretz,3675,2023-09-20 19:01:00,Home Front Command updates shelter protocols for Ashdod,Simulated article summary for category 'home_front' from Haaretz.,home_front,https://haaretz.co.il/article/3675,2023-09-20
rss,Haaretz,3676,2023-09-20 13:21:00,Families demand updates on 15 hostages held in Gaza,Simulated article summary for category 'hostages' from Haaretz.,hostages,https://haaretz.co.il/article/3676,2023-09-20
rss,Haaretz,3677,2023-09-20 22:55:00,IDF reports 38 rockets intercepted over Beer Sheva,Simulated article summary for category 'security' from Haaretz.,security,https://haaretz.co.il/article/3677,2023-09-20
rss,Haaretz,3678,2023-09-20 15:20:00,Cabinet emergency session addresses ground operation,Simulated article summary for category 'politics' from Haaretz.,politics,https://haaretz.co.il/article/3678,2023-09-20
rss,Haaretz,3679,2023-09-20 22:38:00,Home Front Command updates shelter protocols for Ashkelon,Simulated article summary for category 'home_front' from Haaretz.,home_front,https://haaretz.co.il/article/3679,2023-09-20
rss,Haaretz,3680,2023-09-20 17:59:00,Home Front Command updates shelter protocols for Kiryat Gat,Simulated article summary for category 'home_front' from Haaretz.,home_front,https://haaretz.co.il/article/3680,2023-09-20
rss,Haaretz,3681,2023-09-20 13:06:00,Home Front Command updates shelter protocols for Tel Aviv,Simulated article summary for category 'home_front' from Haaretz.,home_front,https://haaretz.co.il/article/3681,2023-09-20
rss,Haaretz,3682,2023-09-20 20:23:00,World leaders react to latest developments in Israel-Gaza war,Simulated article summary for category 'international' from Haaretz.,international,https://haaretz.co.il/article/3682,2023-09-20
rss,Haaretz,3683,2023-09-20 09:22:00,IDF reports 21 rockets intercepted over Ashkelon,Simulated article summary for category 'security' from Haaretz.,security,https://haaretz.co.il/article/3683,2023-09-20
rss,Haaretz,3684,2023-09-20 18:05:00,IDF reports 50 rockets intercepted over Tel Aviv,Simulated article summary for category 'security' from Haaretz.,security,https://haaretz.co.il/article/3684,2023-09-20
rss,Haaretz,3685,2023-09-20 11:20:00,Families demand updates on 21 hostages held in Gaza,Simulated article summary for category 'hostages' from Haaretz.,hostages,https://haaretz.co.il/article/3685,2023-09-20
rss,Haaretz,3686,2023-09-20 23:22:00,Home Front Command updates shelter protocols for Ashkelon,Simulated article summary for category 'home_front' from Haaretz.,home_front,https://haaretz.co.il/article/3686,2023-09-20
rss,Haaretz,3687,2023-09-20 09:57:00,Cabinet emergency session addresses ceasefire negotiations,Simulated article summary for category 'politics' from Haaretz.,politics,https://haaretz.co.il/article/3687,2023-09-20
rss,Haaretz,3688,2023-09-20 14:05:00,Cabinet emergency session addresses ground operation,Simulated article summary for category 'politics' from Haaretz.,politics,https://haaretz.co.il/article/3688,2023-09-20
rss,Times of Israel,3689,2023-09-20 20:00:00,Home Front Command updates shelter protocols for Ashdod,Simulated article summary for category 'home_front' from Times of Israel.,home_front,https://timesofisrael.co.il/article/3689,2023-09-20
rss,Times of Israel,3690,2023-09-20 19:20:00,Home Front Command updates shelter protocols for Ashdod,Simulated article summary for category 'home_front' from Times of Israel.,home_front,https://timesofisrael.co.il/article/3690,2023-09-20
rss,Times of Israel,3691,2023-09-20 18:10:00,Families demand updates on 28 hostages held in Gaza,Simulated article summary for category 'hostages' from Times of Israel.,hostages,https://timesofisrael.co.il/article/3691,2023-09-20
rss,Times of Israel,3692,2023-09-20 16:21:00,Families demand updates on 12 hostages held in Gaza,Simulated article summary for category 'hostages' from Times of Israel.,hostages,https://timesofisrael.co.il/article/3692,2023-09-20
rss,Times of Israel,3693,2023-09-20 08:46:00,Home Front Command updates shelter protocols for Ashdod,Simulated article summary for category 'home_front' from Times of Israel.,home_front,https://timesofisrael.co.il/article/3693,2023-09-20
rss,Times of Israel,3694,2023-09-20 20:53:00,Home Front Command updates shelter protocols for Tel Aviv,Simulated article summary for category 'home_front' from Times of Israel.,home_front,https://timesofisrael.co.il/article/3694,2023-09-20
rss,Times of Israel,3695,2023-09-20 11:08:00,IDF reports 8 rockets intercepted over Beer Sheva,Simulated article summary for category 'security' from Times of Israel.,security,https://timesofisrael.co.il/article/3695,2023-09-20
rss,Times of Israel,3696,2023-09-20 11:50:00,Home Front Command updates shelter protocols for Kiryat Gat,Simulated article summary for category 'home_front' from Times of Israel.,home_front,https://timesofisrael.co.il/article/3696,2023-09-20
rss,Times of Israel,3697,2023-09-20 20:39:00,Families demand updates on 42 hostages held in Gaza,Simulated article summary for category 'hostages' from Times of Israel.,hostages,https://timesofisrael.co.il/article/3697,2023-09-20
rss,Times of Israel,3698,2023-09-20 11:00:00,IDF reports 20 rockets intercepted over Ashkelon,Simulated article summary for category 'security' from Times of Israel.,security,https://timesofisrael.co.il/article/3698,2023-09-20
rss,Times of Israel,3699,2023-09-20 10:27:00,Home Front Command updates shelter protocols for Ashkelon,Simulated article summary for category 'home_front' from Times of Israel.,home_front,https://timesofisrael.co.il/article/3699,2023-09-20
rss,Times of Israel,3700,2023-09-20 18:47:00,Cabinet emergency session addresses war cabinet decisions,Simulated article summary for category 'politics' from Times of Israel.,politics,https://timesofisrael.co.il/article/3700,2023-09-20
rss,Times of Israel,3701,2023-09-20 11:38:00,Families demand updates on 39 hostages held in Gaza,Simulated article summary for category 'hostages' from Times of Israel.,hostages,https://timesofisrael.co.il/article/3701,2023-09-20
rss,Times of Israel,3702,2023-09-20 22:04:00,IDF reports 38 rockets intercepted over Jerusalem,Simulated article summary for category 'security' from Times of Israel.,security,https://timesofisrael.co.il/article/3702,2023-09-20
rss,Times of Israel,3703,2023-09-20 13:41:00,Families demand updates on 46 hostages held in Gaza,Simulated article summary for category 'hostages' from Times of Israel.,hostages,https://timesofisrael.co.il/article/3703,2023-09-20
rss,Times of Israel,3704,2023-09-20 14:14:00,Cabinet emergency session addresses ceasefire negotiations,Simulated article summary for category 'politics' from Times of Israel.,politics,https://timesofisrael.co.il/article/3704,2023-09-20
rss,Times of Israel,3705,2023-09-20 08:53:00,IDF reports 40 rockets intercepted over Ashdod,Simulated article summary for category 'security' from Times of Israel.,security,https://timesofisrael.co.il/article/3705,2023-09-20
rss,Times of Israel,3706,2023-09-20 07:49:00,Families demand updates on 47 hostages held in Gaza,Simulated article summary for category 'hostages' from Times of Israel.,hostages,https://timesofisrael.co.il/article/3706,2023-09-20
rss,Times of Israel,3707,2023-09-20 11:12:00,Home Front Command updates shelter protocols for Kiryat Gat,Simulated article summary for category 'home_front' from Times of Israel.,home_front,https://timesofisrael.co.il/article/3707,2023-09-20
rss,Times of Israel,3708,2023-09-20 20:57:00,Cabinet emergency session addresses ground operation,Simulated article summary for category 'politics' from Times of Israel.,politics,https://timesofisrael.co.il/article/3708,2023-09-20
rss,Times of Israel,3709,2023-09-20 06:45:00,Families demand updates on 38 hostages held in Gaza,Simulated article summary for category 'hostages' from Times of Israel.,hostages,https://timesofisrael.co.il/article/3709,2023-09-20
rss,Times of Israel,3710,2023-09-20 21:37:00,Home Front Command updates shelter protocols for Beer Sheva,Simulated article summary for category 'home_front' from Times of Israel.,home_front,https://timesofisrael.co.il/article/3710,2023-09-20
rss,Times of Israel,3711,2023-09-20 07:48:00,Home Front Command updates shelter protocols for Sderot,Simulated article summary for category 'home_front' from Times of Israel.,home_front,https://timesofisrael.co.il/article/3711,2023-09-20
rss,Times of Israel,3712,2023-09-20 22:02:00,Cabinet emergency session addresses war cabinet decisions,Simulated article summary for category 'politics' from Times of Israel.,politics,https://timesofisrael.co.il/article/3712,2023-09-20
rss,Times of Israel,3713,2023-09-20 11:04:00,Families demand updates on 31 hostages held in Gaza,Simulated article summary for category 'hostages' from Times of Israel.,hostages,https://timesofisrael.co.il/article/3713,2023-09-20
rss,Times of Israel,3714,2023-09-20 20:43:00,Families demand updates on 39 hostages held in Gaza,Simulated article summary for category 'hostages' from Times of Israel.,hostages,https://timesofisrael.co.il/article/3714,2023-09-20
rss,Times of Israel,3715,2023-09-20 09:07:00,Cabinet emergency session addresses ground operation,Simulated article summary for category 'politics' from Times of Israel.,politics,https://timesofisrael.co.il/article/3715,2023-09-20
rss,Times of Israel,3716,2023-09-20 19:41:00,Families demand updates on 19 hostages held in Gaza,Simulated article summary for category 'hostages' from Times of Israel.,hostages,https://timesofisrael.co.il/article/3716,2023-09-20
rss,Times of Israel,3717,2023-09-20 07:28:00,BREAKING: Situation escalates as sirens sound in Tel Aviv,Simulated article summary for category 'breaking_news' from Times of Israel.,breaking_news,https://timesofisrael.co.il/article/3717,2023-09-20
rss,Times of Israel,3718,2023-09-20 12:09:00,IDF reports 18 rockets intercepted over Sderot,Simulated article summary for category 'security' from Times of Israel.,security,https://timesofisrael.co.il/article/3718,2023-09-20
rss,Times of Israel,3719,2023-09-20 12:00:00,Cabinet emergency session addresses ceasefire negotiations,Simulated article summary for category 'politics' from Times of Israel.,politics,https://timesofisrael.co.il/article/3719,2023-09-20
rss,Times of Israel,3720,2023-09-20 16:18:00,IDF reports 47 rockets intercepted over Sderot,Simulated article summary for category 'security' from Times of Israel.,security,https://timesofisrael.co.il/article/3720,2023-09-20
rss,Times of Israel,3721,2023-09-20 06:04:00,Families demand updates on 21 hostages held in Gaza,Simulated article summary for category 'hostages' from Times of Israel.,hostages,https://timesofisrael.co.il/article/3721,2023-09-20
rss,Times of Israel,3722,2023-09-20 18:26:00,Families demand updates on 7 hostages held in Gaza,Simulated article summary for category 'hostages' from Times of Israel.,hostages,https://timesofisrael.co.il/article/3722,2023-09-20
rss,Times of Israel,3723,2023-09-20 15:33:00,IDF reports 9 rockets intercepted over Tel Aviv,Simulated article summary for category 'security' from Times of Israel.,security,https://timesofisrael.co.il/article/3723,2023-09-20
rss,Times of Israel,3724,2023-09-20 17:54:00,Families demand updates on 19 hostages held in Gaza,Simulated article summary for category 'hostages' from Times of Israel.,hostages,https://timesofisrael.co.il/article/3724,2023-09-20
rss,Times of Israel,3725,2023-09-20 07:58:00,IDF reports 34 rockets intercepted over Kiryat Gat,Simulated article summary for category 'security' from Times of Israel.,security,https://timesofisrael.co.il/article/3725,2023-09-20
rss,Times of Israel,3726,2023-09-20 16:08:00,IDF reports 8 rockets intercepted over Jerusalem,Simulated article summary for category 'security' from Times of Israel.,security,https://timesofisrael.co.il/article/3726,2023-09-20
rss,Times of Israel,3727,2023-09-20 20:01:00,Families demand updates on 9 hostages held in Gaza,Simulated article summary for category 'hostages' from Times of Israel.,hostages,https://timesofisrael.co.il/article/3727,2023-09-20
rss,Times of Israel,3728,2023-09-20 22:07:00,BREAKING: Situation escalates as sirens sound in Ashdod,Simulated article summary for category 'breaking_news' from Times of Israel.,breaking_news,https://timesofisrael.co.il/article/3728,2023-09-20
rss,Times of Israel,3729,2023-09-20 14:57:00,Home Front Command updates shelter protocols for Beer Sheva,Simulated article summary for category 'home_front' from Times of Israel.,home_front,https://timesofisrael.co.il/article/3729,2023-09-20
rss,Times of Israel,3730,2023-09-20 22:15:00,IDF reports 8 rockets intercepted over Jerusalem,Simulated article summary for category 'security' from Times of Israel.,security,https://timesofisrael.co.il/article/3730,2023-09-20
rss,Times of Israel,3731,2023-09-20 19:23:00,BREAKING: Situation escalates as sirens sound in Ashkelon,Simulated article summary for category 'breaking_news' from Times of Israel.,breaking_news,https://timesofisrael.co.il/article/3731,2023-09-20
rss,Times of Israel,3732,2023-09-20 14:12:00,Home Front Command updates shelter protocols for Sderot,Simulated article summary for category 'home_front' from Times of Israel.,home_front,https://timesofisrael.co.il/article/3732,2023-09-20
rss,Times of Israel,3733,2023-09-20 18:31:00,IDF reports 2 rockets intercepted over Jerusalem,Simulated article summary for category 'security' from Times of Israel.,security,https://timesofisrael.co.il/article/3733,2023-09-20
rss,Times of Israel,3734,2023-09-20 08:16:00,Cabinet emergency session addresses hostage deal,Simulated article summary for category 'politics' from Times of Israel.,politics,https://timesofisrael.co.il/article/3734,2023-09-20
rss,Mako,3735,2023-09-20 10:27:00,Cabinet emergency session addresses Hamas leadership,Simulated article summary for category 'politics' from Mako.,politics,https://mako.co.il/article/3735,2023-09-20
rss,Mako,3736,2023-09-20 06:08:00,Home Front Command updates shelter protocols for Tel Aviv,Simulated article summary for category 'home_front' from Mako.,home_front,https://mako.co.il/article/3736,2023-09-20
rss,Mako,3737,2023-09-20 12:46:00,IDF reports 3 rockets intercepted over Ashkelon,Simulated article summary for category 'security' from Mako.,security,https://mako.co.il/article/3737,2023-09-20
